SNo,ObservationDate,Province/State,Country/Region,Last Update,Confirmed
4039,3/8/2020,"Westchester County, NY",US,2020-03-08T18:03:07,83
4040,3/8/2020,Xinjiang,Mainland China,2020-03-08T05:33:02,76
4041,3/8/2020,Inner Mongolia,Mainland China,2020-03-08T05:13:06,75
4042,3/8/2020,Ningxia,Mainland China,2020-03-06T12:53:03,75
4043,3/8/2020,,Greece,2020-03-08T17:23:07,73
4044,3/8/2020,,Kuwait,2020-03-08T15:33:04,64
4045,3/8/2020,,Iraq,2020-03-08T21:03:03,60
4046,3/8/2020,,Iceland,2020-03-07T18:13:27,50
4047,3/8/2020,,Thailand,2020-03-07T10:13:23,50
4048,3/8/2020,,Egypt,2020-03-08T19:03:11,49
4049,3/8/2020,Taiwan,Taiwan,2020-03-08T03:13:13,45
4050,3/8/2020,Unassigned Location (From Diamond Princess),US,2020-03-02T19:53:03,45
4051,3/8/2020,,United Arab Emirates,2020-03-07T10:13:22,45
4052,3/8/2020,,India,2020-03-08T09:23:05,39
4053,3/8/2020,,Israel,2020-03-08T21:03:03,39
4054,3/8/2020,New South Wales,Australia,2020-03-08T05:13:07,38
4055,3/8/2020,"Santa Clara County, CA",US,2020-03-08T21:23:03,38
4056,3/8/2020,,San Marino,2020-03-08T14:23:10,36
4057,3/8/2020,,Denmark,2020-03-08T14:53:11,35
4058,3/8/2020,,Lebanon,2020-03-08T18:13:19,32
4059,3/8/2020,,Czech Republic,2020-03-08T19:53:03,31
4060,3/8/2020,"Snohomish County, WA",US,2020-03-08T21:43:03,31
4061,3/8/2020,,Portugal,2020-03-08T19:53:03,30
4062,3/8/2020,,Vietnam,2020-03-08T19:53:03,30
4063,3/8/2020,"Toronto, ON",Canada,2020-03-08T21:33:02,28
4064,3/8/2020,British Columbia,Canada,2020-03-08T05:13:07,27
4065,3/8/2020,,Finland,2020-03-08T10:03:13,23
4066,3/8/2020,,Palestine,2020-03-07T02:23:06,22
4067,3/8/2020,,Republic of Ireland,2020-03-08T21:03:03,21
4068,3/8/2020,Grand Princess Cruise Ship,US,2020-03-07T01:33:02,21
4069,3/8/2020,,Brazil,2020-03-08T17:23:07,20
4070,3/8/2020,,Algeria,2020-03-08T05:23:03,19
4071,3/8/2020,,Ireland,2020-03-08T21:03:03,19
4072,3/8/2020,Qinghai,Mainland China,2020-02-21T04:43:02,18
4073,3/8/2020,,Russia,2020-03-08T21:03:03,17
4074,3/8/2020,,Oman,2020-03-05T17:53:02,16
4075,3/8/2020,,Slovenia,2020-03-08T17:03:16,16
4076,3/8/2020,Queensland,Australia,2020-03-08T05:43:04,15
4077,3/8/2020,,Qatar,2020-03-08T17:03:16,15
4078,3/8/2020,,Romania,2020-03-08T17:23:07,15
4079,3/8/2020,,Ecuador,2020-03-08T05:23:03,14
4080,3/8/2020,"Los Angeles, CA",US,2020-03-08T01:13:48,14
4081,3/8/2020,,Georgia,2020-03-08T05:23:03,13
4082,3/8/2020,,Argentina,2020-03-08T22:03:11,12
4083,3/8/2020,,Croatia,2020-03-07T10:13:23,12
4084,3/8/2020,"Contra Costa County, CA",US,2020-03-08T21:43:03,12
4085,3/8/2020,"New York County, NY",US,2020-03-08T04:13:22,12
4086,3/8/2020,Victoria,Australia,2020-03-07T02:03:30,11
4087,3/8/2020,,Poland,2020-03-08T21:13:10,11
4088,3/8/2020,,Saudi Arabia,2020-03-08T10:13:19,11
4089,3/8/2020,,Estonia,2020-03-06T13:03:13,10
4090,3/8/2020,Macau,Macau,2020-03-06T10:23:03,10
4091,3/8/2020,,Philippines,2020-03-08T17:13:06,10
4092,3/8/2020,,Azerbaijan,2020-03-07T02:13:09,9
4093,3/8/2020,"San Francisco County, CA",US,2020-03-08T01:23:12,9
4094,3/8/2020,,Chile,2020-03-08T15:43:03,8
4095,3/8/2020,"Suffolk County, MA",US,2020-03-08T21:13:14,8
4096,3/8/2020,"Washington County, OR",US,2020-03-08T19:43:03,8
4097,3/8/2020,South Australia,Australia,2020-03-06T04:23:08,7
4098,3/8/2020,,Hungary,2020-03-08T15:03:02,7
4099,3/8/2020,,Mexico,2020-03-08T05:13:06,7
4100,3/8/2020,"Cook County, IL",US,2020-03-08T20:23:09,7
4101,3/8/2020,"Middlesex County, MA",US,2020-03-08T21:13:12,7
4102,3/8/2020,,Belarus,2020-03-04T12:43:03,6
4103,3/8/2020,,Indonesia,2020-03-08T10:03:13,6
4104,3/8/2020,,Pakistan,2020-03-08T04:53:02,6
4105,3/8/2020,,Peru,2020-03-08T05:23:03,6
4106,3/8/2020,"Fort Bend County, TX",US,2020-03-08T17:33:03,6
4107,3/8/2020,"Norfolk County, MA",US,2020-03-08T21:13:14,6
4108,3/8/2020,,Costa Rica,2020-03-08T05:13:07,5
4109,3/8/2020,,Dominican Republic,2020-03-08T17:23:08,5
4110,3/8/2020,,French Guiana,2020-03-07T03:23:05,5
4111,3/8/2020,,New Zealand,2020-03-07T02:03:29,5
4112,3/8/2020,"Harris County, TX",US,2020-03-07T05:13:03,5
4113,3/8/2020,"Nassau County, NY",US,2020-03-08T16:03:05,5
4114,3/8/2020,"Placer County, CA",US,2020-03-06T23:13:07,5
4115,3/8/2020,"Unassigned Location, WA",US,2020-03-06T00:33:03,5
4116,3/8/2020,,Afghanistan,2020-03-08T04:53:03,4
4117,3/8/2020,,Bulgaria,2020-03-08T11:13:17,4
4118,3/8/2020," Montreal, QC",Canada,2020-03-08T16:03:05,4
4119,3/8/2020,,Maldives,2020-03-08T21:13:10,4
4120,3/8/2020,,Senegal,2020-03-08T20:23:08,4
4121,3/8/2020,"Bergen County, NJ",US,2020-03-08T21:23:03,4
4122,3/8/2020,"Grafton County, NH",US,2020-03-08T17:53:03,4
4123,3/8/2020,"Montgomery County, MD",US,2020-03-08T21:53:04,4
4124,3/8/2020,"Montgomery County, PA",US,2020-03-08T21:43:03,4
4125,3/8/2020,"Pierce County, WA",US,2020-03-08T21:43:03,4
4126,3/8/2020,Western Australia,Australia,2020-03-05T17:13:35,3
4127,3/8/2020,,Bangladesh,2020-03-08T10:53:02,3
4128,3/8/2020,,Bosnia and Herzegovina,2020-03-07T02:13:09,3
4129,3/8/2020,"Edmonton, Alberta",Canada,2020-03-08T16:23:07,3
4130,3/8/2020,,Luxembourg,2020-03-08T05:13:06,3
4131,3/8/2020,,Malta,2020-03-08T09:13:16,3
4132,3/8/2020,,North Macedonia,2020-03-06T20:23:11,3
4133,3/8/2020,,Saint Barthelemy,2020-03-04T02:43:03,3
4134,3/8/2020,,Slovakia,2020-03-08T09:13:15,3
4135,3/8/2020,,South Africa,2020-03-08T10:23:04,3
4136,3/8/2020,"Douglas County, CO",US,2020-03-07T01:53:03,3
4137,3/8/2020,"Fulton County, GA",US,2020-03-07T16:53:03,3
4138,3/8/2020,"Maricopa County, AZ",US,2020-03-07T19:53:02,3
4139,3/8/2020,"Orange County, CA",US,2020-03-04T02:13:11,3
4140,3/8/2020,"Providence County, RI",US,2020-03-07T02:23:08,3
4141,3/8/2020,"San Diego County, CA",US,2020-03-05T20:33:03,3
4142,3/8/2020,Tasmania,Australia,2020-03-08T05:43:04,2
4143,3/8/2020,,Cambodia,2020-03-08T04:53:03,2
4144,3/8/2020,,Cameroon,2020-03-08T05:23:03,2
4145,3/8/2020,,Faroe Islands,2020-03-08T05:13:07,2
4146,3/8/2020,,Latvia,2020-03-08T10:33:03,2
4147,3/8/2020,,Martinique,2020-03-07T03:23:05,2
4148,3/8/2020,,Morocco,2020-03-05T13:53:03,2
4149,3/8/2020,,Tunisia,2020-03-08T21:13:10,2
4150,3/8/2020,"Alameda County, CA",US,2020-03-07T13:13:14,2
4151,3/8/2020,"Broward County, FL",US,2020-03-07T04:43:02,2
4152,3/8/2020,"Clark County, NV",US,2020-03-08T21:43:03,2
4153,3/8/2020,"Denver County, CO",US,2020-03-06T23:33:02,2
4154,3/8/2020,"Fairfax County, VA",US,2020-03-08T21:33:02,2
4155,3/8/2020,"Hillsborough, FL",US,2020-03-03T18:33:02,2
4156,3/8/2020,"Jackson County, OR ",US,2020-03-08T00:13:16,2
4157,3/8/2020,"Lee County, FL",US,2020-03-08T15:33:04,2
4158,3/8/2020,"Pinal County, AZ",US,2020-03-07T17:13:23,2
4159,3/8/2020,"Rockingham County, NH",US,2020-03-08T17:53:03,2
4160,3/8/2020,"Rockland County, NY",US,2020-03-07T16:43:02,2
4161,3/8/2020,"Sacramento County, CA",US,2020-02-27T20:33:02,2
4162,3/8/2020,"San Benito, CA",US,2020-02-03T03:53:02,2
4163,3/8/2020,"San Mateo, CA",US,2020-03-03T00:43:02,2
4164,3/8/2020,"Saratoga County, NY",US,2020-03-07T18:23:05,2
4165,3/8/2020,"Summit County, CO",US,2020-03-06T01:29:39,2
4166,3/8/2020,"Washington, D.C.",US,2020-03-08T13:53:03,2
4167,3/8/2020,"Washoe County, NV",US,2020-03-08T21:43:03,2
4168,3/8/2020,,Andorra,2020-03-02T20:23:16,1
4169,3/8/2020,,Armenia,2020-03-01T19:53:02,1
4170,3/8/2020,,Bhutan,2020-03-06T15:43:02,1
4171,3/8/2020,"Calgary, Alberta",Canada,2020-03-06T13:13:34,1
4172,3/8/2020,"London, ON",Canada,2020-02-12T18:53:03,1
4173,3/8/2020,,Colombia,2020-03-07T00:43:02,1
4174,3/8/2020,,Gibraltar,2020-03-04T13:03:13,1
4175,3/8/2020,,Jordan,2020-03-03T15:33:02,1
4176,3/8/2020,,Liechtenstein,2020-03-04T01:33:07,1
4177,3/8/2020,,Lithuania,2020-02-28T16:23:03,1
4178,3/8/2020,Tibet,Mainland China,2020-02-12T06:43:02,1
4179,3/8/2020,,Moldova,2020-03-08T05:13:07,1
4180,3/8/2020,,Monaco,2020-02-29T00:33:01,1
4181,3/8/2020,,Nepal,2020-02-12T14:43:03,1
4182,3/8/2020,,Nigeria,2020-02-28T16:23:03,1
4183,3/8/2020,,Paraguay,2020-03-08T09:13:16,1
4184,3/8/2020,,Serbia,2020-03-06T15:43:02,1
4185,3/8/2020,,Sri Lanka,2020-02-08T03:43:03,1
4186,3/8/2020,,Togo,2020-03-07T02:13:09,1
4187,3/8/2020,"Berkshire County, MA",US,2020-03-08T00:43:03,1
4188,3/8/2020,"Charleston County, SC",US,2020-03-07T01:53:03,1
4189,3/8/2020,"Chatham County, NC",US,2020-03-06T16:13:15,1
4190,3/8/2020,"Clark County, WA",US,2020-03-07T20:03:07,1
4191,3/8/2020,"Cobb County, GA",US,2020-03-07T16:53:03,1
4192,3/8/2020,"Davidson County, TN",US,2020-03-08T18:03:06,1
4193,3/8/2020,"Davis County, UT",US,2020-03-07T04:43:02,1
4194,3/8/2020,"Delaware County, PA",US,2020-03-06T15:33:03,1
4195,3/8/2020,"Douglas County, NE",US,2020-03-06T23:33:02,1
4196,3/8/2020,"Douglas County, OR",US,2020-03-08T19:53:03,1
4197,3/8/2020,"El Paso County, CO",US,2020-03-07T01:13:21,1
4198,3/8/2020,"Fairfield County, CT",US,2020-03-08T21:23:03,1
4199,3/8/2020,"Fayette County, KY",US,2020-03-06T23:23:03,1
4200,3/8/2020,"Fresno County, CA",US,2020-03-08T04:23:15,1
4201,3/8/2020,"Grant County, WA",US,2020-03-05T20:23:07,1
4202,3/8/2020,"Harford County, MD",US,2020-03-08T21:53:03,1
4203,3/8/2020,"Hendricks County, IN",US,2020-03-08T19:33:03,1
4204,3/8/2020,"Honolulu County, HI",US,2020-03-07T02:03:30,1
4205,3/8/2020,"Hudson County, NJ",US,2020-03-08T19:43:03,1
4206,3/8/2020,"Humboldt County, CA",US,2020-02-21T05:13:09,1
4207,3/8/2020,"Jefferson County, WA",US,2020-03-07T16:43:02,1
4208,3/8/2020,"Johnson County, KS",US,2020-03-08T00:33:02,1
4209,3/8/2020,"Kershaw County, SC",US,2020-03-07T02:03:30,1
4210,3/8/2020,"Kittitas County, WA",US,2020-03-08T00:43:03,1
4211,3/8/2020,"Klamath County, OR",US,2020-03-07T20:13:14,1
4212,3/8/2020,"Madera County, CA",US,2020-03-07T20:13:14,1
4213,3/8/2020,"Madison, WI",US,2020-03-03T15:53:03,1
4214,3/8/2020,"Manatee County, FL",US,2020-03-08T06:23:05,1
4215,3/8/2020,"Marion County, IN",US,2020-03-06T17:13:12,1
4216,3/8/2020,"Marion County, OR",US,2020-03-08T19:43:03,1
4217,3/8/2020,"Okaloosa County, FL",US,2020-03-08T03:03:08,1
4218,3/8/2020,"Plymouth County, MA",US,2020-03-07T03:53:03,1
4219,3/8/2020,"Polk County, GA",US,2020-03-08T04:13:22,1
4220,3/8/2020,"Ramsey County, MN",US,2020-03-06T23:23:03,1
4221,3/8/2020,"Riverside County, CA",US,2020-03-08T10:33:03,1
4222,3/8/2020,"San Antonio, TX",US,2020-02-13T18:53:02,1
4223,3/8/2020,"Santa Rosa County, FL",US,2020-03-08T15:33:04,1
4224,3/8/2020,"Sarasota, FL",US,2020-03-02T03:23:06,1
4225,3/8/2020,"Shelby County, TN",US,2020-03-08T16:13:36,1
4226,3/8/2020,"Sonoma County, CA",US,2020-03-02T20:53:02,1
4227,3/8/2020,"Spokane County, WA",US,2020-03-08T21:53:04,1
4228,3/8/2020,"St. Louis County, MO",US,2020-03-08T11:23:08,1
4229,3/8/2020,"Suffolk County, NY",US,2020-03-08T16:03:05,1
4230,3/8/2020,"Tulsa County, OK",US,2020-03-07T04:43:02,1
4231,3/8/2020,"Ulster County, NY",US,2020-03-08T16:23:07,1
4232,3/8/2020,"Umatilla, OR",US,2020-03-02T20:23:16,1
4233,3/8/2020,"Unassigned Location, VT",US,2020-03-08T06:23:05,1
4234,3/8/2020,"Unknown Location, MA",US,2020-03-08T21:23:03,1
4235,3/8/2020,"Volusia County, FL",US,2020-03-08T03:03:08,1
4236,3/8/2020,"Wake County, NC",US,2020-03-03T20:53:02,1
4237,3/8/2020,"Wayne County, PA",US,2020-03-06T16:13:15,1
4238,3/8/2020,"Williamson County, TN",US,2020-03-05T23:33:03,1
4239,3/8/2020,"Yolo County, CA",US,2020-03-06T20:13:14,1
4240,3/8/2020,,Ukraine,2020-03-03T15:33:02,1
4241,3/8/2020,,Vatican City,2020-03-06T15:43:02,1
4242,3/8/2020,From Diamond Princess,Australia,2020-02-29T02:03:10,0
4243,3/8/2020,Northern Territory,Australia,2020-03-06T04:33:03,0
4244,3/8/2020,"Lackland, TX (From Diamond Princess)",US,2020-02-24T23:33:02,0
4245,3/8/2020,"Montgomery County, TX",US,2020-03-07T19:53:02,0
4246,3/8/2020,"Omaha, NE (From Diamond Princess)",US,2020-02-24T23:33:02,0
4247,3/8/2020,"Travis, CA (From Diamond Princess)",US,2020-02-24T23:33:02,0
4248,3/9/2020,Hubei,Mainland China,2020-03-09T14:33:03,67743
4249,3/9/2020,,Italy,2020-03-09T18:13:11,9172
4250,3/9/2020,,South Korea,2020-03-09T09:03:03,7478
4251,3/9/2020,,Iran,2020-03-09T10:53:03,7161
4252,3/9/2020,Guangdong,Mainland China,2020-03-09T01:43:01,1352
4253,3/9/2020,Henan,Mainland China,2020-03-08T05:03:02,1272
4254,3/9/2020,Zhejiang,Mainland China,2020-03-09T09:43:03,1215
4255,3/9/2020,,France,2020-03-09T00:43:03,1209
4256,3/9/2020,,Germany,2020-03-09T18:13:11,1176
4257,3/9/2020,,Spain,2020-03-09T18:13:11,1073
4258,3/9/2020,Hunan,Mainland China,2020-03-09T01:33:06,1018
4259,3/9/2020,Anhui,Mainland China,2020-03-08T05:13:06,990
4260,3/9/2020,Jiangxi,Mainland China,2020-03-09T01:53:01,935
4261,3/9/2020,Shandong,Mainland China,2020-03-09T10:13:06,758
4262,3/9/2020,Diamond Princess cruise ship,Others,2020-03-06T01:29:39,696
4263,3/9/2020,Jiangsu,Mainland China,2020-03-09T08:53:03,631
4264,3/9/2020,Chongqing,Mainland China,2020-03-09T23:13:03,576
4265,3/9/2020,Sichuan,Mainland China,2020-03-09T08:53:03,539
4266,3/9/2020,,Japan,2020-03-09T09:13:17,511
4267,3/9/2020,Heilongjiang,Mainland China,2020-03-09T14:33:03,481
4268,3/9/2020,Beijing,Mainland China,2020-03-09T01:53:01,428
4269,3/9/2020,,Switzerland,2020-03-09T11:33:10,374
4270,3/9/2020,Shanghai,Mainland China,2020-03-09T04:03:11,342
4271,3/9/2020,,Netherlands,2020-03-09T18:13:11,321
4272,3/9/2020,,UK,2020-03-09T18:33:03,321
4273,3/9/2020,Hebei,Mainland China,2020-03-07T13:03:05,318
4274,3/9/2020,Fujian,Mainland China,2020-03-07T13:03:05,296
4275,3/9/2020,Guangxi,Mainland China,2020-03-09T00:23:09,252
4276,3/9/2020,,Sweden,2020-03-09T18:33:03,248
4277,3/9/2020,Shaanxi,Mainland China,2020-03-08T14:43:03,245
4278,3/9/2020,,Belgium,2020-03-09T10:43:05,239
4279,3/9/2020,,Norway,2020-03-09T18:33:03,205
4280,3/9/2020,Yunnan,Mainland China,2020-03-06T03:23:06,174
4281,3/9/2020,Hainan,Mainland China,2020-03-08T04:33:02,168
4282,3/9/2020,,Singapore,2020-03-08T13:33:13,150
4283,3/9/2020,Guizhou,Mainland China,2020-03-09T01:13:05,146
4284,3/9/2020,Tianjin,Mainland China,2020-03-09T10:13:06,136
4285,3/9/2020,Shanxi,Mainland China,2020-03-09T11:43:02,133
4286,3/9/2020,,Austria,2020-03-09T18:33:03,131
4287,3/9/2020,Liaoning,Mainland China,2020-03-08T05:13:06,125
4288,3/9/2020,Gansu,Mainland China,2020-03-09T14:33:03,124
4289,3/9/2020,,Malaysia,2020-03-09T09:43:03,117
4290,3/9/2020,Hong Kong,Hong Kong,2020-03-09T10:03:17,115
4291,3/9/2020,"Westchester County, NY",US,2020-03-09T17:13:16,98
4292,3/9/2020,,Bahrain,2020-03-09T10:03:17,95
4293,3/9/2020,Jilin,Mainland China,2020-03-09T14:33:03,93
4294,3/9/2020,,Denmark,2020-03-09T18:13:11,90
4295,3/9/2020,"King County, WA",US,2020-03-08T20:23:09,83
4296,3/9/2020,Xinjiang,Mainland China,2020-03-08T05:33:02,76
4297,3/9/2020,Inner Mongolia,Mainland China,2020-03-08T05:13:06,75
4298,3/9/2020,Ningxia,Mainland China,2020-03-06T12:53:03,75
4299,3/9/2020,,Greece,2020-03-08T17:23:07,73
4300,3/9/2020,,Kuwait,2020-03-08T15:33:04,64
4301,3/9/2020,,Iraq,2020-03-09T23:33:02,60
4302,3/9/2020,,Iceland,2020-03-09T10:03:17,58
4303,3/9/2020,,Egypt,2020-03-09T10:03:17,55
4304,3/9/2020,,Thailand,2020-03-07T10:13:23,50
4305,3/9/2020,New South Wales,Australia,2020-03-09T18:53:13,48
4306,3/9/2020,Taiwan,Taiwan,2020-03-09T00:33:14,45
4307,3/9/2020,Unassigned Location (From Diamond Princess),US,2020-03-02T19:53:03,45
4308,3/9/2020,,United Arab Emirates,2020-03-07T10:13:22,45
4309,3/9/2020,,India,2020-03-09T09:13:17,43
4310,3/9/2020,,Israel,2020-03-08T21:03:03,39
4311,3/9/2020,"Santa Clara County, CA",US,2020-03-08T21:23:03,38
4312,3/9/2020,,San Marino,2020-03-08T14:23:10,36
4313,3/9/2020,Ontario,Canada,2020-03-09T17:53:24,34
4314,3/9/2020,British Columbia,Canada,2020-03-09T22:43:25,32
4315,3/9/2020,,Lebanon,2020-03-08T18:13:19,32
4316,3/9/2020,,Czech Republic,2020-03-08T19:53:03,31
4317,3/9/2020,"Snohomish County, WA",US,2020-03-08T21:43:03,31
4318,3/9/2020,,Finland,2020-03-09T09:23:03,30
4319,3/9/2020,,Portugal,2020-03-08T19:53:03,30
4320,3/9/2020,,Vietnam,2020-03-08T19:53:03,30
4321,3/9/2020,,Brazil,2020-03-09T10:13:06,25
4322,3/9/2020,,Palestine,2020-03-07T02:23:06,22
4323,3/9/2020,,Ireland,2020-03-09T09:53:06,21
4324,3/9/2020,Grand Princess Cruise Ship,US,2020-03-07T01:33:02,21
4325,3/9/2020,,Algeria,2020-03-09T10:13:06,20
4326,3/9/2020,,Philippines,2020-03-09T09:23:03,20
4327,3/9/2020,,Indonesia,2020-03-09T11:33:10,19
4328,3/9/2020,"New York County, NY",US,2020-03-09T17:13:16,19
4329,3/9/2020,Qinghai,Mainland China,2020-02-21T04:43:02,18
4330,3/9/2020,,Qatar,2020-03-09T10:13:09,18
4331,3/9/2020,,Russia,2020-03-08T21:03:03,17
4332,3/9/2020,"Nassau County, NY",US,2020-03-09T17:13:14,17
4333,3/9/2020,,Oman,2020-03-05T17:53:02,16
4334,3/9/2020,,Poland,2020-03-09T11:33:10,16
4335,3/9/2020,,Slovenia,2020-03-08T17:03:16,16
4336,3/9/2020,Queensland,Australia,2020-03-08T05:43:04,15
4337,3/9/2020,Victoria,Australia,2020-03-09T18:33:03,15
4338,3/9/2020,,Ecuador,2020-03-09T09:03:03,15
4339,3/9/2020,,Georgia,2020-03-09T10:13:06,15
4340,3/9/2020,,Romania,2020-03-08T17:23:07,15
4341,3/9/2020,,Saudi Arabia,2020-03-09T09:03:03,15
4342,3/9/2020,"Los Angeles, CA",US,2020-03-08T01:13:48,14
4343,3/9/2020,,Argentina,2020-03-08T22:03:11,12
4344,3/9/2020,,Croatia,2020-03-07T10:13:23,12
4345,3/9/2020,"Contra Costa County, CA",US,2020-03-08T21:43:03,12
4346,3/9/2020,,Estonia,2020-03-06T13:03:13,10
4347,3/9/2020,Macau,Macau,2020-03-06T10:23:03,10
4348,3/9/2020,,Azerbaijan,2020-03-07T02:13:09,9
4349,3/9/2020,,Costa Rica,2020-03-09T09:03:03,9
4350,3/9/2020,,Hungary,2020-03-09T09:43:03,9
4351,3/9/2020,"San Francisco County, CA",US,2020-03-08T01:23:12,9
4352,3/9/2020,,Chile,2020-03-08T15:43:03,8
4353,3/9/2020,"Suffolk County, MA",US,2020-03-08T21:13:14,8
4354,3/9/2020,"Washington County, OR",US,2020-03-08T19:43:03,8
4355,3/9/2020,South Australia,Australia,2020-03-06T04:23:08,7
4356,3/9/2020,Alberta,Canada,2020-03-09T17:53:24,7
4357,3/9/2020,,Mexico,2020-03-08T05:13:06,7
4358,3/9/2020,,Peru,2020-03-09T10:13:23,7
4359,3/9/2020,"Cook County, IL",US,2020-03-08T20:23:09,7
4360,3/9/2020,"Middlesex County, MA",US,2020-03-08T21:13:12,7
4361,3/9/2020,"Placer County, CA",US,2020-03-09T08:23:03,7
4362,3/9/2020,,Belarus,2020-03-09T11:33:10,6
4363,3/9/2020,,Latvia,2020-03-09T09:13:18,6
4364,3/9/2020,,Pakistan,2020-03-08T04:53:02,6
4365,3/9/2020,"Fort Bend County, TX",US,2020-03-08T17:33:03,6
4366,3/9/2020,"Harris County, TX",US,2020-03-09T09:13:19,6
4367,3/9/2020,"Norfolk County, MA",US,2020-03-08T21:13:14,6
4368,3/9/2020,,Dominican Republic,2020-03-08T17:23:08,5
4369,3/9/2020,,French Guiana,2020-03-07T03:23:05,5
4370,3/9/2020,,New Zealand,2020-03-07T02:03:29,5
4371,3/9/2020,"Fulton County, GA",US,2020-03-09T18:53:13,5
4372,3/9/2020,"Montgomery County, PA",US,2020-03-09T18:33:03,5
4373,3/9/2020,"Unassigned Location, WA",US,2020-03-06T00:33:03,5
4374,3/9/2020,,Afghanistan,2020-03-08T04:53:03,4
4375,3/9/2020,Western Australia,Australia,2020-03-09T18:33:03,4
4376,3/9/2020,,Bulgaria,2020-03-09T14:43:03,4
4377,3/9/2020,,Maldives,2020-03-08T21:13:10,4
4378,3/9/2020,,Senegal,2020-03-08T20:23:08,4
4379,3/9/2020,"Bergen County, NJ",US,2020-03-08T21:23:03,4
4380,3/9/2020,"Grafton County, NH",US,2020-03-08T17:53:03,4
4381,3/9/2020,"Kershaw County, SC",US,2020-03-09T00:03:07,4
4382,3/9/2020,"Montgomery County, MD",US,2020-03-08T21:53:04,4
4383,3/9/2020,"Orange County, CA",US,2020-03-09T00:23:10,4
4384,3/9/2020,"Pierce County, WA",US,2020-03-08T21:43:03,4
4385,3/9/2020,"Rockland County, NY",US,2020-03-09T17:33:13,4
4386,3/9/2020,,Bangladesh,2020-03-08T10:53:02,3
4387,3/9/2020,,Bosnia and Herzegovina,2020-03-07T02:13:09,3
4388,3/9/2020,Quebec,Canada,2020-03-09T08:43:03,3
4389,3/9/2020,,Luxembourg,2020-03-08T05:13:06,3
4390,3/9/2020,,Malta,2020-03-08T09:13:16,3
4391,3/9/2020,,North Macedonia,2020-03-06T20:23:11,3
4392,3/9/2020,,Slovakia,2020-03-08T09:13:15,3
4393,3/9/2020,,South Africa,2020-03-08T10:23:04,3
4394,3/9/2020,"Broward County, FL",US,2020-03-09T08:53:03,3
4395,3/9/2020,"Cobb County, GA",US,2020-03-09T03:53:03,3
4396,3/9/2020,"Douglas County, CO",US,2020-03-07T01:53:03,3
4397,3/9/2020,"Douglas County, NE",US,2020-03-09T00:53:03,3
4398,3/9/2020,"Johnson County, IA",US,2020-03-09T08:43:03,3
4399,3/9/2020,"Maricopa County, AZ",US,2020-03-07T19:53:02,3
4400,3/9/2020,"Providence County, RI",US,2020-03-07T02:23:08,3
4401,3/9/2020,"San Diego County, CA",US,2020-03-05T20:33:03,3
4402,3/9/2020,"Sonoma County, CA",US,2020-03-09T12:03:07,3
4403,3/9/2020,,Albania,2020-03-09T09:03:03,2
4404,3/9/2020,Tasmania,Australia,2020-03-08T05:43:04,2
4405,3/9/2020,,Cambodia,2020-03-08T04:53:03,2
4406,3/9/2020,,Cameroon,2020-03-08T05:23:03,2
4407,3/9/2020,,Cyprus,2020-03-09T18:33:03,2
4408,3/9/2020,,Faroe Islands,2020-03-08T05:13:07,2
4409,3/9/2020,,Martinique,2020-03-07T03:23:05,2
4410,3/9/2020,,Morocco,2020-03-05T13:53:03,2
4411,3/9/2020,,Nigeria,2020-03-09T09:43:03,2
4412,3/9/2020,,St. Martin,2020-03-09T10:43:06,2
4413,3/9/2020,,Tunisia,2020-03-08T21:13:10,2
4414,3/9/2020,"Alameda County, CA",US,2020-03-07T13:13:14,2
4415,3/9/2020,"Clark County, NV",US,2020-03-08T21:43:03,2
4416,3/9/2020,"Denver County, CO",US,2020-03-06T23:33:02,2
4417,3/9/2020,"Fairfax County, VA",US,2020-03-08T21:33:02,2
4418,3/9/2020,"Harrison County, KY",US,2020-03-09T08:43:03,2
4419,3/9/2020,"Hendricks County, IN",US,2020-03-09T08:23:03,2
4420,3/9/2020,"Hillsborough, FL",US,2020-03-03T18:33:02,2
4421,3/9/2020,"Honolulu County, HI",US,2020-03-09T03:43:03,2
4422,3/9/2020,"Jackson County, OR ",US,2020-03-08T00:13:16,2
4423,3/9/2020,"Lee County, FL",US,2020-03-08T15:33:04,2
4424,3/9/2020,"Manatee County, FL",US,2020-03-09T08:53:03,2
4425,3/9/2020,"Pinal County, AZ",US,2020-03-07T17:13:23,2
4426,3/9/2020,"Sacramento County, CA",US,2020-02-27T20:33:02,2
4427,3/9/2020,"San Benito, CA",US,2020-02-03T03:53:02,2
4428,3/9/2020,"San Mateo, CA",US,2020-03-03T00:43:02,2
4429,3/9/2020,"Saratoga County, NY",US,2020-03-07T18:23:05,2
4430,3/9/2020,"Summit County, CO",US,2020-03-06T01:29:39,2
4431,3/9/2020,"Washington, D.C.",US,2020-03-08T13:53:03,2
4432,3/9/2020,"Washoe County, NV",US,2020-03-08T21:43:03,2
4433,3/9/2020,,Andorra,2020-03-02T20:23:16,1
4434,3/9/2020,,Armenia,2020-03-01T19:53:02,1
4435,3/9/2020,,Bhutan,2020-03-06T15:43:02,1
4436,3/9/2020,,Brunei,2020-03-09T18:33:03,1
4437,3/9/2020,,Colombia,2020-03-07T00:43:02,1
4438,3/9/2020,,Gibraltar,2020-03-04T13:03:13,1
4439,3/9/2020,,Jordan,2020-03-03T15:33:02,1
